郵便番号,住所,建物,種類
7690205,香川県 綾歌郡宇多津町 浜五番丁６６ - ２,アイランドコート新宇多津,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁７９ - ２,ロイヤルガーデン宇多津六番丁第２,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁７９ - ３,アルファスマート宇多津駅前,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８０ - １,アルファステイツ宇多津駅前,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８１ - ４,ロイヤルガーデン宇多津六番丁,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８３ - ８,エスポワール辻２,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８３ - １１,エスポワール辻３,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８３ - １２,エスポワール辻,マンションG16
7690206,香川県 綾歌郡宇多津町 浜六番丁８５ - １０,ルミエール中山,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８５ - １２,ファミーユ中山,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８５ - １４,フローラ松成,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８６ - １１,カドーロ壱番館,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８６ - １６,ロイヤルガーデン宇多津駅前参番館,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁８７ - ２,ロイヤルガーデン宇多津駅前五番館,マンションV16
7690206,香川県 綾歌郡宇多津町 浜六番丁９０ - ４,ヴィラオートリ,マンションV16
7690207,香川県 綾歌郡宇多津町 浜七番丁９３ - ７,アルファライフ宇多津駅前,マンションV16
7690207,香川県 綾歌郡宇多津町 浜七番丁９４ - ２,ツインタワー瀬戸大橋 ＴＯＷＥＲ１４,マンションV16
7690207,香川県 綾歌郡宇多津町 浜七番丁９４ - ２,ツインタワー瀬戸大橋 ＴＯＷＥＲ３１,マンションV16
7690207,香川県 綾歌郡宇多津町 浜七番丁９４ - ７,備讃瀬戸海上交通センター宇多津宿舎 １号棟,マンションV16
7690207,香川県 綾歌郡宇多津町 浜七番丁９４ - ７,備讃瀬戸海上交通センター宇多津宿舎 ２号棟,マンションV16
7690207,香川県 綾歌郡宇多津町 浜七番丁１０４ - ６,エーペックス宇多津,マンションV16
7690208,香川県 綾歌郡宇多津町 浜八番丁１２１ - １,アジュール堺,マンションV16
7690208,香川県 綾歌郡宇多津町 浜八番丁１３１ - ２,樟ハイツ,マンションV16
7690209,香川県 綾歌郡宇多津町 浜九番丁１４７ - ３,ティーウイング,マンションV16
7690213,香川県 綾歌郡宇多津町 大字東分１５７４ - １,アイネスト宇多津,マンションV16
7690224,香川県 綾歌郡宇多津町 平山２６２８ - ８９２,サンハイツ宇多津,マンションV16
7690228,該当なし
7690221,該当なし
7612300,該当なし
7612208,該当なし
7612307,該当なし
7612304,該当なし
7612306,該当なし
7612103,該当なし
7612102,該当なし
7612202,該当なし
7612201,該当なし
7612305,該当なし
7612206,該当なし
7612101,該当なし
7612207,該当なし
7612308,該当なし
7612205,該当なし
7612203,該当なし
7612204,該当なし
7660000,該当なし
7660004,該当なし
7660006,該当なし
7660002,該当なし
7660001,該当なし
7660003,該当なし
7660007,該当なし
7660005,該当なし
7640000,該当なし
7640033,該当なし
7640005,該当なし
7640035,該当なし
7640028,該当なし
7640002,該当なし
7640022,該当なし
7640013,該当なし
7640025,該当なし
7640024,該当なし
7640011,該当なし
7640012,該当なし
7640040,該当なし
7640031,該当なし
7640050,該当なし
7640027,該当なし
7640004,該当なし
7640037,該当なし
7640015,該当なし
7640017,該当なし
7640038,該当なし
7640001,該当なし
7640016,該当なし
7640018,該当なし
7640006,該当なし
7640021,該当なし
7640014,該当なし
7640032,該当なし
7640036,該当なし
7640026,該当なし
7640003,該当なし
7640034,該当なし
7640023,該当なし
7660000,該当なし
7690313,該当なし
